campaign_fact_id,date,campaign_key,product_key,channel_key,region_key,spend,leads_generated,impressions
8938,2024-05-12,94,48,603,401,5472.21,395,23948
8939,2024-05-12,14,88,615,401,2864.47,104,15679
8940,2024-05-12,24,3,606,403,12923.49,387,359813
8941,2024-05-12,55,39,602,400,1672.93,390,496799
8942,2024-05-12,8,69,601,403,838.97,278,83315
8943,2024-05-12,61,4,600,401,1846.41,649,973430
8944,2024-05-12,84,50,615,401,268.91,135,31136
8945,2024-05-12,69,14,615,401,854.81,194,76551
8946,2024-05-12,50,11,611,400,717.53,280,30489
8947,2024-05-12,90,79,605,400,7312.37,136,252396
8948,2024-05-12,89,97,607,401,9115.86,592,10602
8949,2024-05-12,24,55,601,402,8411.87,360,193007
8950,2024-05-12,38,66,600,403,1803.76,135,920573
8951,2024-05-12,81,83,609,400,7292.09,898,131471
8952,2024-05-12,55,8,611,401,4313.74,119,89212
8953,2024-05-12,46,21,603,402,13703.97,470,155446
8954,2024-05-12,9,6,608,403,5958.46,1269,29881
8955,2024-05-12,100,20,619,400,2422.83,73,50071
8956,2024-05-12,48,19,609,402,6033.34,445,109314
8957,2024-05-12,16,93,615,402,1872.05,108,87575
8958,2024-05-12,53,94,613,401,16212.62,544,58989
8959,2024-05-12,65,3,600,403,675.50,484,567964
8960,2024-05-12,73,59,603,402,2895.77,479,67419
8961,2024-05-12,55,30,612,403,18094.26,646,420510
8962,2024-05-12,85,12,616,403,1855.42,169,53945
8963,2024-05-12,10,30,600,400,1496.26,515,722317
8964,2024-05-12,47,81,603,402,1929.04,73,60268
8965,2024-05-12,46,87,615,401,2799.36,158,77435
8966,2024-05-13,6,60,618,402,1455.52,271,55528
8967,2024-05-13,79,14,613,402,17837.52,897,117157
8968,2024-05-13,21,92,614,402,2398.97,169,34854
8969,2024-05-13,40,35,612,403,24540.24,519,334528
8970,2024-05-13,93,20,608,401,4455.93,1100,64052
8971,2024-05-13,4,33,607,402,5699.33,794,27285
8972,2024-05-13,29,82,606,402,13878.00,392,305948
8973,2024-05-13,64,75,606,403,3947.29,298,279868
8974,2024-05-13,51,69,614,403,388.65,144,57805
8975,2024-05-13,39,98,619,402,1831.34,164,61332
8976,2024-05-13,45,23,616,403,926.94,296,85034
8977,2024-05-13,62,70,617,400,1207.80,112,40590
8978,2024-05-13,6,35,616,402,3768.95,28,87087
8979,2024-05-13,52,60,603,400,8493.90,491,189227
8980,2024-05-13,13,55,617,401,3919.09,258,43143
8981,2024-05-13,63,49,602,400,12587.28,73,365067
8982,2024-05-13,88,92,612,401,11934.68,220,349165
8983,2024-05-13,45,36,604,400,1084.82,116,205376
8984,2024-05-13,86,59,615,403,1843.54,162,92773
8985,2024-05-13,94,93,606,401,7605.61,380,306151
8986,2024-05-13,91,21,602,401,10829.68,204,41352
8987,2024-05-13,68,96,609,403,6524.37,946,44753
8988,2024-05-13,52,31,604,401,11037.34,292,215643
8989,2024-05-13,19,53,603,402,8947.91,343,190953
8990,2024-05-13,51,68,614,403,1570.59,181,32913
8991,2024-05-13,24,74,602,403,5261.95,83,79782
8992,2024-05-13,84,47,606,400,3108.74,177,443517
8993,2024-05-13,46,48,611,400,2123.86,184,71665
8994,2024-05-13,99,38,603,401,5129.22,147,414593
8995,2024-05-13,93,84,604,400,6259.06,304,394744
8996,2024-05-13,3,5,615,403,622.76,108,90059
8997,2024-05-13,93,76,613,400,11283.63,252,257587
8998,2024-05-13,80,76,608,403,3039.65,1053,39414
8999,2024-05-13,43,72,612,403,7151.53,570,181161
9000,2024-05-13,91,73,615,402,422.58,275,48207
9001,2024-05-13,46,24,603,403,13892.99,493,312219
9002,2024-05-13,85,73,617,401,3288.31,184,41056
9003,2024-05-13,11,35,603,403,14465.28,117,446494
9004,2024-05-13,51,51,600,400,162.89,405,566800
9005,2024-05-13,42,81,606,401,8084.23,355,440677
9006,2024-05-13,39,64,602,400,12642.65,252,31505
9007,2024-05-13,13,50,612,403,14693.52,472,384923
9008,2024-05-13,34,74,605,400,13760.52,346,486021
9009,2024-05-13,21,78,612,402,23690.78,939,89255
9010,2024-05-13,90,41,612,402,16580.60,676,264868
9011,2024-05-13,83,40,616,401,2878.14,114,91431
9012,2024-05-13,37,33,606,401,4700.15,295,321692
9013,2024-05-13,35,36,610,400,503.46,176,62833
9014,2024-05-13,16,44,610,401,438.05,278,30846
9015,2024-05-13,44,36,601,403,974.13,428,468983
9016,2024-05-13,1,86,603,402,9012.30,401,380538
9017,2024-05-13,20,13,610,402,480.49,73,80943
9018,2024-05-13,70,18,600,403,668.32,306,268686
9019,2024-05-13,84,88,615,401,418.34,149,80240
9020,2024-05-13,45,6,614,400,1134.98,40,96501
9021,2024-05-13,94,36,612,403,24099.75,557,163009
9022,2024-05-13,46,80,605,403,11002.43,295,331661
9023,2024-05-13,85,33,619,403,2314.01,93,41456
9024,2024-05-13,11,40,606,401,12453.93,185,113329
9025,2024-05-13,57,12,612,403,20400.65,701,360964
9026,2024-05-13,26,38,618,401,3906.09,218,68585
9027,2024-05-13,34,62,612,400,23453.38,648,451363
9028,2024-05-13,47,4,604,401,1526.16,472,158949
9029,2024-05-13,29,65,614,403,3402.56,257,49228
9030,2024-05-13,7,44,604,403,8135.79,497,422196
9031,2024-05-13,64,53,601,403,2876.59,343,45530
9032,2024-05-13,71,45,609,401,6488.84,802,99771
9033,2024-05-14,84,26,616,401,2515.56,78,97626
9034,2024-05-14,4,77,616,402,3395.00,164,55107
9035,2024-05-14,21,81,609,401,6889.58,373,170458
9036,2024-05-14,96,41,618,403,1736.62,145,13340
9037,2024-05-14,36,46,617,402,2560.53,66,51542
9038,2024-05-14,5,29,603,400,3138.00,184,479763
9039,2024-05-14,89,1,605,403,11501.08,383,238337
9040,2024-05-14,68,93,613,400,24821.47,582,199885
9041,2024-05-14,92,84,606,401,4742.86,438,120990
9042,2024-05-14,6,35,600,402,399.62,231,271783
9043,2024-05-14,46,17,602,403,4287.24,203,255549
9044,2024-05-14,71,83,615,403,847.98,100,49671
9045,2024-05-14,18,80,619,402,1274.73,237,49272
9046,2024-05-14,42,19,615,401,3194.65,95,8208
9047,2024-05-14,64,78,601,403,3802.17,337,209214
9048,2024-05-14,80,25,610,402,563.05,82,44940
9049,2024-05-14,21,50,611,402,550.13,76,7476
9050,2024-05-14,13,73,605,402,943.85,380,59314
9051,2024-05-14,75,20,602,403,14178.71,159,392556
9052,2024-05-14,58,78,611,402,2726.54,241,54105
9053,2024-05-14,13,56,618,401,743.54,243,52816
9054,2024-05-14,56,9,600,400,1729.83,198,287482
9055,2024-05-14,67,52,612,400,13028.85,282,113378
9056,2024-05-14,12,10,618,400,2816.18,104,25198
9057,2024-05-14,62,43,602,400,9321.26,75,380790
9058,2024-05-14,49,38,617,402,1114.11,156,74169
9059,2024-05-14,47,20,600,403,1522.61,200,264803
9060,2024-05-14,58,6,613,400,23552.30,936,379098
9061,2024-05-14,49,91,610,400,910.56,61,65172
9062,2024-05-14,47,30,615,403,1773.64,281,84670
9063,2024-05-14,2,53,604,403,2434.13,324,91352
9064,2024-05-14,1,55,604,400,11970.79,315,453978
9065,2024-05-14,38,48,608,403,7899.64,545,159844
9066,2024-05-14,36,15,609,401,1693.65,839,82311
9067,2024-05-14,39,54,611,401,3330.74,37,86936
9068,2024-05-14,85,88,603,401,2538.37,176,39452
9069,2024-05-14,66,58,608,401,1916.18,769,43708
9070,2024-05-14,91,58,611,402,1469.57,145,82942
9071,2024-05-14,1,28,614,403,2560.11,62,64398
9072,2024-05-14,88,92,613,402,12899.51,493,479654
9073,2024-05-14,35,15,601,403,2642.40,401,414089
9074,2024-05-14,13,61,603,403,11560.50,358,229013
9075,2024-05-14,11,43,607,400,7326.36,595,14944
9076,2024-05-14,60,37,601,403,6466.63,89,253447
9077,2024-05-14,10,60,610,402,749.72,274,44873
9078,2024-05-14,22,20,604,403,14109.63,293,131697
9079,2024-05-14,38,1,600,401,533.14,785,491391
9080,2024-05-14,13,86,600,400,137.51,452,286030
9081,2024-05-14,21,74,618,400,1683.97,287,77315
9082,2024-05-14,94,33,612,401,9566.78,349,491196
9083,2024-05-14,1,86,605,403,1101.76,402,77144
9084,2024-05-14,52,13,601,400,7215.11,170,499369
9085,2024-05-14,76,32,605,400,735.91,200,333313
9086,2024-05-14,18,87,616,403,3391.99,52,10980
9087,2024-05-14,16,17,614,400,1391.54,173,95130
9088,2024-05-14,91,96,612,403,23331.83,682,105287
9089,2024-05-14,33,96,605,402,8475.12,327,444753
9090,2024-05-14,97,46,615,403,1560.98,34,32366
9091,2024-05-14,15,76,609,403,6027.17,1272,53626
9092,2024-05-14,33,77,603,401,8419.46,405,40248
9093,2024-05-14,75,9,605,400,2858.80,388,214298
9094,2024-05-14,12,32,606,403,1095.43,472,161771
9095,2024-05-14,2,18,609,400,1469.03,374,112838
9096,2024-05-14,40,35,609,400,6956.98,1363,22522
9097,2024-05-14,85,80,600,403,1936.85,130,811653
9098,2024-05-14,42,63,600,402,1331.09,358,467154
9099,2024-05-14,93,10,618,402,3731.60,181,32083
9100,2024-05-14,51,100,612,400,5658.77,223,143348
9101,2024-05-14,74,8,601,401,7290.33,96,302558
9102,2024-05-15,68,50,619,401,961.87,232,89190
9103,2024-05-15,8,41,602,400,13148.39,312,414390
9104,2024-05-15,2,72,607,402,3296.03,756,28516
9105,2024-05-15,30,81,613,401,19791.27,933,445345
9106,2024-05-15,23,40,608,402,2997.76,943,101621
9107,2024-05-15,54,21,619,403,1013.18,114,65806
9108,2024-05-15,62,41,612,402,13915.21,402,172197
9109,2024-05-15,52,63,611,401,1705.28,150,92843
9110,2024-05-15,33,85,616,402,4061.78,169,64581
9111,2024-05-15,64,18,607,401,4134.49,703,24136
9112,2024-05-15,35,73,617,403,4678.92,210,44356
9113,2024-05-15,7,80,608,400,2161.25,1462,54189
9114,2024-05-15,77,32,609,401,6654.85,949,182080
9115,2024-05-15,4,17,606,401,7309.62,439,494205
9116,2024-05-15,64,29,612,400,15706.00,243,330494
9117,2024-05-15,73,82,619,401,3894.43,208,48766
9118,2024-05-15,1,6,604,401,8949.55,97,114423
9119,2024-05-15,47,37,601,402,10872.44,139,34897
9120,2024-05-15,12,8,612,401,7553.99,645,208402
9121,2024-05-15,30,20,615,402,3919.35,168,23390
9122,2024-05-15,29,72,615,403,2331.76,23,88342
9123,2024-05-15,69,98,607,402,2203.19,841,18637
9124,2024-05-15,93,60,605,403,2979.44,499,419510
9125,2024-05-15,57,34,614,403,1086.37,197,22129
9126,2024-05-15,25,43,601,400,6223.61,180,71356
9127,2024-05-15,2,7,616,401,4955.88,53,93357
9128,2024-05-15,39,31,604,401,9589.41,185,127588
9129,2024-05-15,34,41,601,400,5737.97,403,352290
9130,2024-05-15,19,3,616,401,1726.02,232,15701
9131,2024-05-15,38,35,610,403,941.85,191,44430
9132,2024-05-15,34,42,608,401,6967.42,850,124166
9133,2024-05-15,45,8,611,400,799.03,103,48223
9134,2024-05-15,17,6,618,402,4985.29,131,72776
9135,2024-05-15,3,38,614,401,1505.99,35,24940
9136,2024-05-15,47,25,603,403,11396.08,169,40485
9137,2024-05-15,29,42,611,400,1573.72,166,99360
9138,2024-05-15,45,2,600,402,1827.36,769,647576
9139,2024-05-15,87,71,604,402,9419.36,324,418035
9140,2024-05-15,2,61,601,400,7657.35,253,120132
9141,2024-05-15,61,86,609,401,2846.26,954,109517
9142,2024-05-15,95,3,615,400,974.24,249,40746
9143,2024-05-15,14,64,612,402,16793.69,269,438229
9144,2024-05-15,96,95,608,400,5010.82,1129,48382
9145,2024-05-15,44,21,615,400,804.35,114,12953
9146,2024-05-15,41,31,619,400,1946.77,51,58278
9147,2024-05-15,59,28,617,401,2445.86,161,68347
9148,2024-05-15,52,88,604,400,11898.93,315,93855
9149,2024-05-15,67,72,610,400,292.62,278,20208
9150,2024-05-15,46,93,601,403,2190.16,215,351887
9151,2024-05-15,53,96,619,401,4510.08,244,63960
9152,2024-05-15,47,4,604,402,13787.46,420,290808
9153,2024-05-15,14,60,613,403,8041.68,294,409603
9154,2024-05-15,86,85,614,401,2533.62,288,79786
9155,2024-05-15,32,16,617,403,1083.48,232,67484
9156,2024-05-15,16,56,614,402,2291.87,181,97220
9157,2024-05-15,77,52,613,401,24550.78,328,269486
9158,2024-05-15,12,10,618,402,520.86,294,18654
9159,2024-05-15,7,67,605,402,2327.27,206,474938
9160,2024-05-15,11,97,616,401,4683.06,92,39472
9161,2024-05-15,44,6,618,402,3183.97,228,93064
9162,2024-05-15,61,100,611,400,2146.08,167,95992
9163,2024-05-15,18,72,613,402,9485.03,919,135256
9164,2024-05-15,41,4,605,402,13597.15,413,267824
9165,2024-05-15,67,71,616,403,556.51,29,57910
9166,2024-05-15,4,71,616,403,1486.54,182,79324
9167,2024-05-15,6,89,613,400,14915.79,780,328270
9168,2024-05-15,9,81,607,403,7691.38,356,15006
9169,2024-05-16,50,31,619,401,493.57,148,18519
9170,2024-05-16,81,67,613,403,5898.80,832,329807
9171,2024-05-16,7,59,601,401,1272.69,391,299600
9172,2024-05-16,98,52,618,401,1676.27,23,72703
9173,2024-05-16,34,85,609,401,5275.93,972,177398
9174,2024-05-16,41,97,614,401,2829.15,231,94954
9175,2024-05-16,50,13,610,401,470.88,219,27844
9176,2024-05-16,93,3,607,401,5964.32,780,17164
9177,2024-05-16,6,79,610,400,482.23,189,22680
9178,2024-05-16,35,74,601,400,5470.67,452,96365
9179,2024-05-16,24,97,619,402,3327.69,47,85508
9180,2024-05-16,4,3,614,402,2598.68,275,74734
9181,2024-05-16,20,64,605,403,7826.64,400,177495
9182,2024-05-16,8,21,615,400,4303.59,214,95772
9183,2024-05-16,30,21,612,401,16619.95,586,397646
9184,2024-05-16,71,27,610,400,334.49,269,89696
9185,2024-05-16,87,67,619,401,1988.43,263,86759
9186,2024-05-16,68,8,602,402,9316.05,135,479612
9187,2024-05-16,61,49,615,403,1693.34,208,98096
9188,2024-05-16,89,20,614,402,4631.65,95,58011
9189,2024-05-16,10,60,611,401,490.95,81,95926
9190,2024-05-16,24,41,617,403,2370.21,265,96966
9191,2024-05-16,24,35,617,401,1154.82,199,27553
9192,2024-05-16,71,24,617,400,4197.46,171,79849
9193,2024-05-16,82,3,601,402,3911.55,104,82164
9194,2024-05-16,90,10,607,401,9888.18,523,14979
9195,2024-05-16,17,54,602,403,12273.78,262,309627
9196,2024-05-16,37,1,608,402,6299.66,788,47630
9197,2024-05-16,38,81,604,402,5520.06,138,388219
9198,2024-05-16,22,58,619,401,3243.57,124,72168
9199,2024-05-16,18,23,602,403,1404.95,333,393821
9200,2024-05-16,93,46,616,400,2770.29,215,8447
9201,2024-05-16,36,42,612,400,9430.62,580,112152
9202,2024-05-16,41,47,612,400,21526.94,569,473988
9203,2024-05-16,84,15,602,400,13395.18,428,15771
9204,2024-05-16,85,69,612,401,15394.79,294,401722
9205,2024-05-16,60,3,616,402,383.03,284,5975
9206,2024-05-16,76,60,600,402,1988.74,356,646469
9207,2024-05-16,99,79,606,401,10784.95,98,119176
9208,2024-05-16,29,45,613,403,9730.56,257,393744
9209,2024-05-16,95,92,619,403,1411.47,191,19606
9210,2024-05-16,62,71,608,403,1015.63,1422,49450
9211,2024-05-16,66,77,616,401,4550.66,101,79197
9212,2024-05-16,39,28,618,402,2047.16,56,82602
9213,2024-05-16,64,91,612,400,6856.77,378,364383
9214,2024-05-16,88,32,605,401,6816.57,418,43572
9215,2024-05-16,50,75,615,401,733.56,109,12845
9216,2024-05-16,6,21,608,403,1251.40,504,182057
9217,2024-05-16,90,82,604,402,10161.22,92,413377
9218,2024-05-16,45,85,609,402,5819.39,1429,163130
9219,2024-05-16,87,36,606,400,10930.98,468,31568
9220,2024-05-16,22,32,603,403,14266.69,368,313516
9221,2024-05-16,20,77,614,402,2151.01,220,95228
9222,2024-05-16,73,23,612,402,5387.72,755,267215
9223,2024-05-16,13,40,600,402,1139.58,472,390851
9224,2024-05-16,30,62,609,402,5682.02,1286,84512
9225,2024-05-16,49,49,614,402,4089.00,47,46594
9226,2024-05-16,9,8,616,401,3033.51,57,61779
9227,2024-05-16,21,9,613,403,17475.22,661,108411
9228,2024-05-16,71,3,617,400,3242.33,156,65145
9229,2024-05-16,13,88,612,403,21836.87,202,281673
9230,2024-05-16,39,65,616,401,2536.40,46,72478
9231,2024-05-16,55,26,607,400,8719.38,893,40544
9232,2024-05-16,79,29,602,400,5811.67,499,402916
9233,2024-05-16,14,19,617,403,3924.47,289,86811
9234,2024-05-16,50,70,606,400,9963.79,482,69535
9235,2024-05-16,20,42,611,401,1951.42,57,49367
9236,2024-05-16,43,9,616,401,511.50,248,17634
9237,2024-05-17,25,74,601,401,12128.36,125,431804
9238,2024-05-17,27,37,604,402,8643.41,247,238467
9239,2024-05-17,88,47,616,402,2911.40,164,51690
9240,2024-05-17,39,2,614,402,4893.87,265,58667
9241,2024-05-17,57,83,616,400,4846.87,176,97533
9242,2024-05-17,41,86,607,403,9131.64,559,45482
9243,2024-05-17,93,14,607,403,3507.13,208,5068
9244,2024-05-17,4,28,600,401,141.71,655,151407
9245,2024-05-17,84,42,616,400,1061.83,151,85248
9246,2024-05-17,46,26,601,403,9468.55,111,340235
9247,2024-05-17,54,64,608,402,2695.28,731,100449
9248,2024-05-17,31,44,613,403,13027.48,563,430075
9249,2024-05-17,96,47,601,400,4268.11,153,161653
9250,2024-05-17,10,45,617,402,977.29,196,43363
9251,2024-05-17,99,23,616,403,4889.35,57,68856
9252,2024-05-17,51,100,608,402,6639.49,1033,156238
9253,2024-05-17,67,60,611,400,3946.72,273,50076
9254,2024-05-17,35,8,610,400,315.80,161,65451
9255,2024-05-17,61,44,604,400,8514.29,86,400747
9256,2024-05-17,43,76,602,401,3590.11,355,378555
9257,2024-05-17,5,2,609,401,2723.44,853,151521
9258,2024-05-17,5,74,605,403,4805.74,199,240024
9259,2024-05-17,78,43,615,400,1356.11,25,57233
9260,2024-05-17,85,83,603,401,8764.17,188,249998
9261,2024-05-17,24,12,601,400,3212.46,312,321621
9262,2024-05-17,66,6,601,403,4750.00,220,142536
9263,2024-05-17,3,71,608,402,4441.95,789,104025
9264,2024-05-17,92,80,609,400,2136.68,451,29522
9265,2024-05-17,91,13,602,402,4357.63,467,496699
9266,2024-05-17,92,2,603,402,5504.81,58,223140
9267,2024-05-17,55,80,615,403,3042.00,76,71665
9268,2024-05-17,57,80,614,403,505.67,243,44976
9269,2024-05-17,55,39,609,402,3186.83,1060,127671
9270,2024-05-17,57,14,612,401,9813.74,661,115630
9271,2024-05-17,12,24,607,403,7449.69,342,48279
9272,2024-05-17,44,13,615,402,756.44,68,15001
9273,2024-05-17,71,57,602,403,5251.64,266,338967
9274,2024-05-17,64,36,603,403,2563.96,141,197733
9275,2024-05-17,7,62,604,401,11073.18,413,343894
9276,2024-05-17,19,57,609,402,1929.83,547,142822
9277,2024-05-17,49,79,605,400,9052.44,381,85511
9278,2024-05-17,61,5,607,403,9822.24,902,25515
9279,2024-05-17,27,47,613,400,17631.35,342,112773
9280,2024-05-17,71,99,604,402,1908.98,237,312407
9281,2024-05-17,24,42,607,400,9095.49,832,30636
9282,2024-05-17,92,72,604,403,4221.80,393,125406
9283,2024-05-17,21,87,601,403,12586.85,134,60376
9284,2024-05-17,67,41,608,402,3320.72,1477,68653
9285,2024-05-17,19,53,604,401,7884.01,165,15262
9286,2024-05-17,90,68,614,403,4033.71,44,41030
9287,2024-05-17,23,2,612,403,14284.92,451,486893
9288,2024-05-17,54,57,612,400,22698.05,391,308282
9289,2024-05-17,56,70,611,401,3809.87,102,30173
9290,2024-05-17,11,82,615,402,950.62,166,28771
9291,2024-05-17,6,72,605,401,4047.40,320,498240
9292,2024-05-17,21,62,602,402,8118.27,191,273321
9293,2024-05-17,28,17,613,400,18195.51,257,127433
9294,2024-05-17,59,63,603,402,10986.70,335,308169
9295,2024-05-17,51,31,602,401,14699.13,117,196197
9296,2024-05-17,50,97,616,401,4925.13,115,50560
9297,2024-05-17,33,9,616,401,3802.22,70,11104
9298,2024-05-17,72,17,616,401,2120.21,221,69923
9299,2024-05-17,58,97,600,403,1629.27,647,367156
9300,2024-05-17,16,100,619,401,1586.75,247,76122
9301,2024-05-17,88,20,601,403,9158.07,440,487884
9302,2024-05-17,10,15,600,401,242.49,226,433443
9303,2024-05-17,38,18,605,401,2128.82,431,332817
9304,2024-05-17,32,93,616,402,929.00,89,27020
9305,2024-05-17,37,90,619,401,1171.14,284,29060
9306,2024-05-18,25,40,612,400,9826.06,851,250535
9307,2024-05-18,70,10,611,402,739.13,80,28477
9308,2024-05-18,91,92,605,403,3688.42,220,429475
9309,2024-05-18,91,16,619,401,897.50,284,85703
9310,2024-05-18,21,84,613,401,22924.72,891,465261
9311,2024-05-18,90,11,603,400,3375.94,101,22275
9312,2024-05-18,81,83,609,401,4708.10,757,34697
9313,2024-05-18,40,40,607,400,6450.55,863,12882
9314,2024-05-18,73,64,611,400,4691.63,232,11668
9315,2024-05-18,81,14,607,403,6431.32,734,19293
9316,2024-05-18,83,6,614,401,1621.69,289,62646
9317,2024-05-18,58,41,619,401,1830.02,288,69070
9318,2024-05-18,73,57,600,400,1698.19,218,488091
9319,2024-05-18,21,39,611,403,4313.18,146,43248
9320,2024-05-18,5,14,614,401,3793.90,202,13632
9321,2024-05-18,77,36,618,402,1088.19,255,61187
9322,2024-05-18,52,8,618,401,2466.66,165,81998
9323,2024-05-18,46,96,610,400,499.99,161,22773
9324,2024-05-18,22,8,605,400,11302.61,437,410923
9325,2024-05-18,35,2,606,402,12992.28,336,290001
9326,2024-05-18,72,80,603,403,1726.81,104,210776
9327,2024-05-18,47,40,605,401,4798.33,66,223116
9328,2024-05-18,86,82,606,401,9657.22,151,408721
9329,2024-05-18,60,95,602,401,11282.65,136,144942
9330,2024-05-18,69,25,619,401,4377.20,33,71744
9331,2024-05-18,41,42,610,402,586.01,191,77254
9332,2024-05-18,83,37,617,400,995.81,112,7417
9333,2024-05-18,56,79,613,403,15383.62,888,453020
9334,2024-05-18,10,73,615,400,3070.09,103,53330
9335,2024-05-18,92,60,602,402,2721.72,315,191284
9336,2024-05-18,32,34,613,403,14028.81,751,249801
9337,2024-05-18,83,24,609,400,5861.73,318,118990
9338,2024-05-18,92,30,601,403,4057.17,344,231094
9339,2024-05-18,93,77,601,401,14668.90,421,121267
9340,2024-05-18,40,41,615,402,3796.47,122,6707
9341,2024-05-18,17,45,611,401,3081.96,222,98307
9342,2024-05-18,93,35,604,401,2441.68,139,22072
9343,2024-05-18,74,95,603,402,12238.90,108,191081
9344,2024-05-18,39,52,612,400,17361.16,751,351594
9345,2024-05-18,75,21,603,400,6497.90,200,328738
9346,2024-05-18,18,10,609,400,5823.70,1437,139162
9347,2024-05-18,40,77,616,400,276.52,99,46414
9348,2024-05-18,49,1,606,401,4525.53,435,88074
9349,2024-05-18,25,27,617,402,4110.59,279,33366
9350,2024-05-18,87,38,608,402,5995.44,1062,24091
9351,2024-05-18,81,25,605,402,14657.17,371,293126
9352,2024-05-18,87,92,604,400,8068.42,115,357690
9353,2024-05-18,93,43,601,402,14578.73,234,378654
9354,2024-05-18,96,100,604,402,6034.95,123,347298
9355,2024-05-18,99,79,603,402,13919.11,220,421836
9356,2024-05-18,100,59,611,400,2542.11,28,51307
9357,2024-05-18,18,13,602,402,11310.55,60,115801
9358,2024-05-18,63,78,616,403,4564.13,271,86409
9359,2024-05-18,24,38,609,400,6722.99,871,178141
9360,2024-05-18,78,16,616,403,2350.08,149,96162
9361,2024-05-18,15,60,605,403,8182.62,241,447370
9362,2024-05-18,37,36,612,402,10852.93,533,166638
9363,2024-05-18,22,41,601,401,10138.26,116,119264
9364,2024-05-18,91,52,608,400,2410.20,597,72967
9365,2024-05-18,58,33,613,401,9469.95,682,350031
9366,2024-05-18,76,14,613,403,6178.87,831,436956
9367,2024-05-18,27,9,605,403,13306.81,340,401216
9368,2024-05-18,55,42,604,401,2092.90,463,372724
9369,2024-05-18,69,49,602,402,4990.00,376,85944
9370,2024-05-18,71,45,608,402,6299.68,780,174748
9371,2024-05-18,70,49,600,401,167.16,207,295129
9372,2024-05-18,1,6,618,400,2604.71,128,29531
9373,2024-05-19,52,13,609,401,2994.69,1160,23041
9374,2024-05-19,96,10,605,401,10537.07,137,248756
9375,2024-05-19,45,3,613,402,12256.12,229,352327
9376,2024-05-19,51,85,606,403,13658.52,192,486269
9377,2024-05-19,74,7,618,401,3110.59,290,72618
9378,2024-05-19,80,76,617,402,490.84,26,28923
9379,2024-05-19,75,48,612,402,17316.34,284,341722
9380,2024-05-19,80,60,613,402,14192.38,660,472063
9381,2024-05-19,2,59,611,403,3671.63,160,77190
9382,2024-05-19,92,13,619,402,3927.90,156,63768
9383,2024-05-19,3,15,613,401,24368.76,899,376568
9384,2024-05-19,8,34,601,400,8005.29,65,75615
9385,2024-05-19,84,14,616,400,4126.71,185,35594
9386,2024-05-19,54,26,617,402,3013.68,211,46278
9387,2024-05-19,92,17,615,403,4739.82,194,27262
9388,2024-05-19,4,42,612,401,7909.88,629,364655
9389,2024-05-19,57,3,616,402,1888.17,123,67513
9390,2024-05-19,34,64,604,401,10665.18,256,479929
9391,2024-05-19,66,92,604,401,3110.07,245,277504
9392,2024-05-19,81,10,606,400,2562.79,167,131073
9393,2024-05-19,6,93,601,402,14445.80,189,350602
9394,2024-05-19,34,54,619,400,1525.67,168,93422
9395,2024-05-19,13,83,613,403,15286.28,377,396891
9396,2024-05-19,90,53,602,403,5097.31,147,254129
9397,2024-05-19,71,47,611,403,1572.29,298,13978
9398,2024-05-19,90,51,606,401,12127.36,335,27878
9399,2024-05-19,38,75,604,401,14351.12,450,291557
9400,2024-05-19,34,53,603,401,533.05,199,358612
9401,2024-05-19,31,82,609,402,7315.95,1394,52267
9402,2024-05-19,7,9,619,401,4662.55,242,66502
9403,2024-05-19,86,83,601,403,1070.13,94,35687
9404,2024-05-19,48,13,618,403,3564.59,144,76933
9405,2024-05-19,52,24,603,402,3092.71,320,310701
9406,2024-05-19,16,23,617,400,1359.50,210,95993
9407,2024-05-19,8,75,617,402,1725.37,69,60795
9408,2024-05-19,69,15,610,401,366.74,165,71040
9409,2024-05-19,65,29,606,401,3208.62,207,194272
9410,2024-05-19,1,36,616,402,1222.49,30,90718
9411,2024-05-19,35,83,615,402,3598.94,144,5849
9412,2024-05-19,99,97,608,401,3706.46,1219,113941
9413,2024-05-19,9,1,608,401,3699.70,802,125388
9414,2024-05-19,87,2,608,400,3051.74,659,141704
9415,2024-05-19,63,85,616,403,4231.25,200,58823
9416,2024-05-19,86,7,612,403,22299.03,910,368806
9417,2024-05-19,53,4,617,403,627.30,20,13548
9418,2024-05-19,93,37,600,402,392.23,327,385918
9419,2024-05-19,90,75,606,403,9489.50,365,174010
9420,2024-05-19,23,57,615,400,3068.02,264,10234
9421,2024-05-19,95,86,609,401,3401.81,713,163792
9422,2024-05-19,50,77,608,403,1565.13,628,27688
9423,2024-05-19,99,51,603,400,11739.26,439,164048
9424,2024-05-19,3,81,610,401,856.77,209,56887
9425,2024-05-19,78,94,616,402,1973.09,54,21172
9426,2024-05-19,100,8,603,403,7634.33,408,209598
9427,2024-05-19,69,67,605,400,3814.84,165,481416
9428,2024-05-19,66,24,607,403,2543.65,415,6053
9429,2024-05-19,44,58,600,403,1438.31,185,624452
9430,2024-05-19,78,53,611,400,1153.86,70,15129
9431,2024-05-19,57,91,618,403,4125.12,178,84633
9432,2024-05-19,74,44,617,401,4871.30,276,24866
9433,2024-05-19,3,23,607,401,2879.06,920,21562
9434,2024-05-19,100,20,605,401,13779.97,408,74922
9435,2024-05-19,64,36,614,402,3670.83,256,79651
9436,2024-05-19,16,31,618,402,3930.53,300,74810
9437,2024-05-19,76,17,601,402,10114.03,388,356452
