sale_id,date,customer_key,product_key,region_key,amount,units
1743,2024-03-21,547,4,402,100.00,1
1744,2024-03-21,325,17,401,0.00,1
1745,2024-03-21,110,2,403,50.00,1
1746,2024-03-21,791,2,401,50.00,1
1747,2024-03-21,553,3,400,75.00,1
1748,2024-03-21,108,26,402,160.00,1
1749,2024-03-21,530,75,400,130.00,1
1750,2024-03-21,649,23,402,5.00,1
1751,2024-03-21,332,38,400,0.00,1
1752,2024-03-21,595,5,402,150.00,1
1753,2024-03-21,668,2,401,50.00,1
1754,2024-03-21,210,3,400,75.00,1
1755,2024-03-21,569,3,401,75.00,1
1756,2024-03-21,735,59,402,0.00,1
1757,2024-03-22,109,89,401,140.00,1
1758,2024-03-22,448,75,401,110.00,1
1759,2024-03-22,870,65,401,120.00,1
1760,2024-03-22,37,3,400,75.00,1
1761,2024-03-22,302,6,401,200.00,1
1762,2024-03-22,290,4,402,100.00,1
1763,2024-03-22,517,65,400,225.00,1
1764,2024-03-22,49,20,402,5.00,1
1765,2024-03-22,772,2,403,50.00,1
1766,2024-03-22,550,3,402,75.00,1
1767,2024-03-22,224,3,400,75.00,1
1768,2024-03-22,809,68,400,140.00,1
1769,2024-03-22,98,88,401,160.00,1
1770,2024-03-22,314,3,402,75.00,1
1771,2024-03-22,686,37,401,0.00,1
1772,2024-03-22,94,2,401,50.00,1
1773,2024-03-22,332,83,400,120.00,1
1774,2024-03-22,852,3,401,75.00,1
1775,2024-03-22,329,3,402,75.00,1
1776,2024-03-22,381,48,401,110.00,1
1777,2024-03-23,712,65,401,80.00,1
1778,2024-03-23,145,43,400,6.00,1
1779,2024-03-23,202,90,403,80.00,1
1780,2024-03-23,497,41,402,2.00,1
1781,2024-03-23,542,43,401,3.00,1
1782,2024-03-23,221,83,403,140.00,1
1783,2024-03-23,319,46,402,110.00,1
1784,2024-03-23,452,78,400,120.00,1
1785,2024-03-23,141,63,402,275.00,1
1786,2024-03-23,151,28,403,130.00,1
1787,2024-03-23,372,79,403,160.00,1
1788,2024-03-23,559,2,400,50.00,1
1789,2024-03-23,365,20,403,5.00,1
1790,2024-03-23,323,4,400,100.00,1
1791,2024-03-23,18,3,400,75.00,1
1792,2024-03-23,260,34,402,0.00,1
1793,2024-03-23,51,61,401,120.00,1
1794,2024-03-23,52,4,400,100.00,1
1795,2024-03-23,62,45,400,2.00,1
1796,2024-03-23,452,2,403,50.00,1
1797,2024-03-23,438,80,401,110.00,1
1798,2024-03-23,542,67,401,130.00,1
1799,2024-03-23,3,76,400,80.00,1
1800,2024-03-23,751,67,402,160.00,1
1801,2024-03-23,512,4,402,100.00,1
1802,2024-03-23,42,4,402,100.00,1
1803,2024-03-23,282,22,402,5.00,1
1804,2024-03-23,783,5,400,150.00,1
1805,2024-03-24,263,4,400,100.00,1
1806,2024-03-24,101,4,401,100.00,1
1807,2024-03-24,47,4,402,100.00,1
1808,2024-03-24,108,4,402,100.00,1
1809,2024-03-24,927,4,402,100.00,1
1810,2024-03-24,39,21,400,3.00,1
1811,2024-03-24,421,3,403,75.00,1
1812,2024-03-24,628,2,401,50.00,1
1813,2024-03-24,566,68,401,160.00,1
1814,2024-03-24,591,3,403,75.00,1
1815,2024-03-24,538,53,401,0.00,1
1816,2024-03-24,99,56,400,0.00,1
1817,2024-03-24,271,82,403,80.00,1
1818,2024-03-24,399,3,400,75.00,1
1819,2024-03-24,529,3,401,75.00,1
1820,2024-03-24,763,4,402,100.00,1
1821,2024-03-24,4,3,400,75.00,1
1822,2024-03-24,564,4,401,100.00,1
1823,2024-03-24,533,4,400,100.00,1
1824,2024-03-24,359,93,402,0.00,1
1825,2024-03-24,629,3,403,75.00,1
1826,2024-03-24,194,12,402,0.00,1
1827,2024-03-24,68,4,403,100.00,1
1828,2024-03-24,586,75,403,300.00,1
1829,2024-03-24,606,3,401,75.00,1
1830,2024-03-24,778,75,401,60.00,1
1831,2024-03-24,242,4,402,100.00,1
1832,2024-03-24,312,71,402,275.00,1
1833,2024-03-24,343,4,401,100.00,1
1834,2024-03-25,955,4,401,100.00,1
1835,2024-03-25,252,10,401,0.00,1
1836,2024-03-25,213,2,400,50.00,1
1837,2024-03-25,231,19,401,5.00,1
1838,2024-03-25,586,4,400,100.00,1
1839,2024-03-25,240,4,401,100.00,1
1840,2024-03-25,102,93,403,0.00,1
1841,2024-03-25,556,3,400,75.00,1
1842,2024-03-25,276,87,401,125.00,1
1843,2024-03-25,313,30,402,0.00,1
1844,2024-03-25,631,43,402,6.00,1
1845,2024-03-25,713,3,401,75.00,1
1846,2024-03-25,560,14,402,0.00,1
1847,2024-03-25,382,41,400,3.00,1
1848,2024-03-25,194,3,402,75.00,1
1849,2024-03-25,391,27,401,60.00,1
1850,2024-03-25,680,3,400,75.00,1
1851,2024-03-25,115,25,400,30.00,1
1852,2024-03-25,642,2,400,50.00,1
1853,2024-03-26,535,76,402,110.00,1
1854,2024-03-26,276,58,402,4.99,1
1855,2024-03-26,567,88,401,130.00,1
1856,2024-03-26,566,94,401,0.00,1
1857,2024-03-26,373,15,401,0.00,1
1858,2024-03-26,157,3,401,75.00,1
1859,2024-03-26,477,4,400,100.00,1
1860,2024-03-26,506,25,401,80.00,1
1861,2024-03-26,679,22,400,4.00,1
1862,2024-03-26,623,3,401,75.00,1
1863,2024-03-26,596,4,400,100.00,1
1864,2024-03-26,791,3,401,75.00,1
1865,2024-03-26,587,3,402,75.00,1
1866,2024-03-26,421,3,403,75.00,1
1867,2024-03-26,22,4,401,100.00,1
1868,2024-03-26,628,54,403,0.00,1
1869,2024-03-26,685,3,401,75.00,1
1870,2024-03-26,839,35,400,0.00,1
1871,2024-03-27,483,36,400,0.00,1
1872,2024-03-27,957,68,403,120.00,1
1873,2024-03-27,336,3,401,75.00,1
1874,2024-03-27,639,3,402,75.00,1
1875,2024-03-27,375,4,401,100.00,1
1876,2024-03-27,433,11,400,0.00,1
1877,2024-03-27,104,55,401,0.00,1
1878,2024-03-27,386,3,400,75.00,1
1879,2024-03-27,934,93,400,0.00,1
1880,2024-03-27,63,71,400,275.00,1
1881,2024-03-27,320,3,403,75.00,1
1882,2024-03-27,375,90,401,40.00,1
1883,2024-03-27,466,2,401,50.00,1
1884,2024-03-27,664,3,401,75.00,1
1885,2024-03-27,771,83,401,40.00,1
1886,2024-03-27,162,3,403,75.00,1
1887,2024-03-27,634,48,402,275.00,1
1888,2024-03-27,721,64,401,175.00,1
1889,2024-03-27,865,4,402,100.00,1
1890,2024-03-27,44,5,401,150.00,1
1891,2024-03-27,610,33,400,0.00,1
1892,2024-03-28,967,4,402,100.00,1
1893,2024-03-28,70,44,401,7.00,1
1894,2024-03-28,306,3,403,75.00,1
1895,2024-03-28,630,89,400,275.00,1
1896,2024-03-28,405,46,403,225.00,1
1897,2024-03-28,307,4,402,100.00,1
1898,2024-03-28,557,3,403,75.00,1
1899,2024-03-28,260,3,400,75.00,1
1900,2024-03-28,162,23,400,1.00,1
1901,2024-03-28,576,93,400,0.00,1
1902,2024-03-28,251,3,400,75.00,1
1903,2024-03-28,208,20,401,8.00,1
1904,2024-03-28,259,4,400,100.00,1
1905,2024-03-28,388,75,402,125.00,1
1906,2024-03-28,250,85,402,60.00,1
1907,2024-03-28,922,4,400,100.00,1
1908,2024-03-28,676,2,400,50.00,1
1909,2024-03-28,410,76,400,60.00,1
1910,2024-03-29,279,88,400,80.00,1
1911,2024-03-29,267,48,401,225.00,1
1912,2024-03-29,218,34,400,0.00,1
1913,2024-03-29,167,3,400,75.00,1
1914,2024-03-29,348,3,401,75.00,1
1915,2024-03-29,571,25,400,60.00,1
1916,2024-03-29,797,2,401,50.00,1
1917,2024-03-29,352,2,400,50.00,1
1918,2024-03-29,501,68,400,175.00,1
1919,2024-03-29,783,3,400,75.00,1
1920,2024-03-29,138,3,401,75.00,1
1921,2024-03-29,589,3,401,75.00,1
1922,2024-03-29,305,3,403,75.00,1
1923,2024-03-29,273,76,400,130.00,1
1924,2024-03-29,362,72,400,90.00,1
1925,2024-03-29,34,3,402,75.00,1
1926,2024-03-29,902,3,400,75.00,1
1927,2024-03-29,42,91,401,0.00,1
1928,2024-03-29,27,14,403,0.00,1
1929,2024-03-29,242,41,401,6.00,1
1930,2024-03-30,981,2,401,50.00,1
1931,2024-03-30,52,4,403,100.00,1
1932,2024-03-30,734,72,403,140.00,1
1933,2024-03-30,554,62,403,160.00,1
1934,2024-03-30,435,48,401,225.00,1
1935,2024-03-30,510,62,401,175.00,1
1936,2024-03-30,515,78,400,80.00,1
1937,2024-03-30,809,3,400,75.00,1
1938,2024-03-30,391,23,400,1.00,1
1939,2024-03-30,135,3,402,75.00,1
1940,2024-03-30,509,4,400,100.00,1
1941,2024-03-30,91,3,403,75.00,1
1942,2024-03-30,371,47,403,225.00,1
1943,2024-03-30,188,8,402,0.00,1
1944,2024-03-30,300,4,400,100.00,1
1945,2024-03-30,694,3,400,75.00,1
1946,2024-03-30,85,3,400,75.00,1
1947,2024-03-30,699,86,400,40.00,1
1948,2024-03-30,931,46,401,160.00,1
1949,2024-03-30,179,4,400,100.00,1
1950,2024-03-30,208,55,402,0.00,1
1951,2024-03-30,460,4,401,100.00,1
1952,2024-03-30,5,12,402,0.00,1
1953,2024-03-30,618,94,401,0.00,1
1954,2024-03-30,91,3,402,75.00,1
1955,2024-03-30,459,26,402,120.00,1
1956,2024-03-30,21,73,403,225.00,1
1957,2024-03-31,406,21,400,4.00,1
1958,2024-03-31,57,22,400,2.00,1
1959,2024-03-31,180,3,401,75.00,1
1960,2024-03-31,840,4,401,100.00,1
1961,2024-03-31,180,3,403,75.00,1
1962,2024-03-31,634,3,401,75.00,1
1963,2024-03-31,191,4,401,100.00,1
1964,2024-03-31,967,3,401,75.00,1
1965,2024-03-31,170,44,401,4.00,1
1966,2024-03-31,374,2,400,50.00,1
1967,2024-03-31,545,69,403,175.00,1
1968,2024-03-31,227,3,400,75.00,1
1969,2024-03-31,218,2,402,50.00,1
1970,2024-03-31,450,80,402,125.00,1
1971,2024-03-31,343,3,400,75.00,1
1972,2024-03-31,228,3,402,75.00,1
1973,2024-03-31,910,98,402,0.00,1
1974,2024-03-31,42,52,401,0.00,1
1975,2024-03-31,281,4,402,100.00,1
1976,2024-03-31,328,4,401,100.00,1
1977,2024-03-31,25,42,403,2.00,1
1978,2024-03-31,132,46,402,160.00,1
1979,2024-03-31,138,4,401,100.00,1
1980,2024-03-31,398,3,402,75.00,1
1981,2024-03-31,911,42,400,1.00,1
1982,2024-03-31,58,3,400,75.00,1
1983,2024-03-31,895,4,400,100.00,1
1984,2024-03-31,203,39,401,0.00,1
1985,2024-03-31,946,4,400,100.00,1
1986,2024-03-31,473,49,401,80.00,1
1987,2024-04-01,668,14,400,0.00,1
1988,2024-04-01,480,23,401,4.00,1
1989,2024-04-01,387,2,403,50.00,1
1990,2024-04-01,21,33,401,0.00,1
1991,2024-04-01,283,3,401,75.00,1
1992,2024-04-01,388,81,400,80.00,1
1993,2024-04-01,331,68,400,80.00,1
1994,2024-04-01,495,25,403,275.00,1
1995,2024-04-01,326,2,400,50.00,1
1996,2024-04-01,804,2,401,50.00,1
1997,2024-04-01,120,4,400,100.00,1
1998,2024-04-01,384,76,402,125.00,1
1999,2024-04-01,436,51,400,0.00,1
2000,2024-04-01,187,91,401,0.00,1
2001,2024-04-01,74,3,402,75.00,1
2002,2024-04-01,32,3,402,75.00,1
2003,2024-04-01,392,44,403,1.00,1
2004,2024-04-01,115,30,403,0.00,1
2005,2024-04-01,697,31,401,0.00,1
2006,2024-04-02,26,2,402,50.00,1
2007,2024-04-02,661,55,401,0.00,1
2008,2024-04-02,901,65,403,175.00,1
2009,2024-04-02,411,78,402,30.00,1
2010,2024-04-02,752,3,400,75.00,1
2011,2024-04-02,22,26,401,300.00,1
2012,2024-04-02,99,4,400,100.00,1
2013,2024-04-02,150,20,401,7.00,1
2014,2024-04-02,844,4,401,100.00,1
2015,2024-04-02,529,14,401,0.00,1
2016,2024-04-02,659,3,401,75.00,1
2017,2024-04-02,121,3,400,75.00,1
2018,2024-04-02,419,2,400,50.00,1
2019,2024-04-02,260,83,401,140.00,1
2020,2024-04-02,621,21,401,7.00,1
2021,2024-04-02,757,4,403,100.00,1
2022,2024-04-02,341,77,401,110.00,1
2023,2024-04-02,339,2,402,50.00,1
2024,2024-04-02,284,44,401,1.00,1
2025,2024-04-02,36,43,400,3.00,1
2026,2024-04-02,365,70,401,140.00,1
2027,2024-04-03,959,2,400,50.00,1
2028,2024-04-03,360,3,401,75.00,1
2029,2024-04-03,447,3,402,75.00,1
2030,2024-04-03,433,87,400,130.00,1
2031,2024-04-03,556,21,400,2.00,1
2032,2024-04-03,299,3,401,75.00,1
2033,2024-04-03,450,2,400,50.00,1
2034,2024-04-03,262,27,402,60.00,1
2035,2024-04-03,318,4,401,100.00,1
2036,2024-04-03,687,43,400,1.00,1
2037,2024-04-03,700,63,400,140.00,1
2038,2024-04-03,34,4,400,100.00,1
2039,2024-04-03,971,21,403,3.00,1
2040,2024-04-03,166,76,400,125.00,1
2041,2024-04-03,372,85,403,175.00,1
2042,2024-04-03,396,70,402,175.00,1
2043,2024-04-03,369,4,402,100.00,1
2044,2024-04-03,246,4,400,100.00,1
2045,2024-04-03,86,4,402,100.00,1
2046,2024-04-03,311,14,403,0.00,1
2047,2024-04-03,791,4,403,100.00,1
2048,2024-04-03,527,3,400,75.00,1
2049,2024-04-04,159,89,401,80.00,1
2050,2024-04-04,615,2,401,50.00,1
2051,2024-04-04,221,20,400,3.00,1
2052,2024-04-04,194,19,401,5.00,1
2053,2024-04-04,254,2,402,50.00,1
2054,2024-04-04,79,3,400,75.00,1
2055,2024-04-04,226,42,401,7.00,1
2056,2024-04-04,59,4,401,100.00,1
2057,2024-04-04,691,3,400,75.00,1
2058,2024-04-04,724,75,400,125.00,1
2059,2024-04-04,539,3,400,75.00,1
2060,2024-04-04,393,4,400,100.00,1
2061,2024-04-04,812,20,400,5.00,1
2062,2024-04-04,525,3,400,75.00,1
2063,2024-04-04,829,3,401,75.00,1
2064,2024-04-04,187,23,400,3.00,1
2065,2024-04-04,497,89,403,80.00,1
2066,2024-04-04,191,5,403,150.00,1
2067,2024-04-04,50,62,401,125.00,1
2068,2024-04-04,252,4,400,100.00,1
2069,2024-04-04,777,19,401,5.00,1
2070,2024-04-05,169,70,400,80.00,1
2071,2024-04-05,193,79,401,125.00,1
2072,2024-04-05,49,77,402,175.00,1
2073,2024-04-05,236,2,400,50.00,1
2074,2024-04-05,117,21,403,3.00,1
2075,2024-04-05,153,1,401,25.00,1
2076,2024-04-05,535,21,402,5.00,1
2077,2024-04-05,66,23,403,3.00,1
2078,2024-04-05,218,3,402,75.00,1
2079,2024-04-05,719,94,400,0.00,1
2080,2024-04-05,16,65,400,40.00,1
2081,2024-04-05,118,4,401,100.00,1
2082,2024-04-05,822,2,400,50.00,1
2083,2024-04-05,26,4,403,100.00,1
2084,2024-04-05,562,3,403,75.00,1
2085,2024-04-05,726,90,403,175.00,1
2086,2024-04-05,47,2,402,50.00,1
2087,2024-04-05,468,3,402,75.00,1
2088,2024-04-06,576,75,403,160.00,1
2089,2024-04-06,229,94,401,0.00,1
2090,2024-04-06,486,76,400,175.00,1
2091,2024-04-06,860,12,402,0.00,1
2092,2024-04-06,303,34,401,0.00,1
2093,2024-04-06,760,84,401,130.00,1
2094,2024-04-06,131,3,401,75.00,1
2095,2024-04-06,824,5,403,150.00,1
2096,2024-04-06,186,1,401,25.00,1
2097,2024-04-06,503,4,403,100.00,1
2098,2024-04-06,19,4,400,100.00,1
2099,2024-04-06,703,3,403,75.00,1
2100,2024-04-06,545,4,401,100.00,1
2101,2024-04-06,771,94,401,0.00,1
2102,2024-04-06,174,4,403,100.00,1
2103,2024-04-06,407,49,402,110.00,1
2104,2024-04-06,675,9,403,0.00,1
2105,2024-04-06,669,3,401,75.00,1
2106,2024-04-06,188,3,402,75.00,1
2107,2024-04-06,99,27,401,275.00,1
2108,2024-04-06,168,44,400,1.00,1
2109,2024-04-06,20,76,400,120.00,1
2110,2024-04-06,443,2,403,50.00,1
2111,2024-04-06,965,2,401,50.00,1
2112,2024-04-06,638,47,402,130.00,1
2113,2024-04-06,746,76,400,300.00,1
2114,2024-04-06,144,3,400,75.00,1
2115,2024-04-06,600,3,401,75.00,1
2116,2024-04-06,357,80,401,140.00,1
2117,2024-04-07,163,3,400,75.00,1
2118,2024-04-07,396,3,401,75.00,1
2119,2024-04-07,63,2,401,50.00,1
2120,2024-04-07,898,4,400,100.00,1
2121,2024-04-07,1,83,402,40.00,1
2122,2024-04-07,671,4,403,100.00,1
2123,2024-04-07,257,4,402,100.00,1
2124,2024-04-07,419,4,400,100.00,1
2125,2024-04-07,651,4,401,100.00,1
2126,2024-04-07,112,3,401,75.00,1
2127,2024-04-07,24,89,400,175.00,1
2128,2024-04-07,182,20,401,1.00,1
2129,2024-04-07,505,71,400,140.00,1
2130,2024-04-07,141,2,402,50.00,1
2131,2024-04-07,120,44,401,3.00,1
2132,2024-04-07,212,4,401,100.00,1
2133,2024-04-07,743,4,401,100.00,1
2134,2024-04-07,393,96,401,9.99,1
2135,2024-04-07,16,3,400,75.00,1
2136,2024-04-07,252,50,401,120.00,1
2137,2024-04-07,232,34,402,0.00,1
2138,2024-04-07,857,25,403,30.00,1
2139,2024-04-07,775,4,400,100.00,1
2140,2024-04-07,408,94,402,0.00,1
2141,2024-04-07,352,3,400,75.00,1
2142,2024-04-07,355,4,401,100.00,1
2143,2024-04-07,542,3,400,75.00,1
2144,2024-04-08,714,4,400,100.00,1
2145,2024-04-08,649,23,401,8.00,1
2146,2024-04-08,490,21,400,2.00,1
2147,2024-04-08,987,2,402,50.00,1
2148,2024-04-08,144,3,403,75.00,1
2149,2024-04-08,943,26,400,90.00,1
2150,2024-04-08,84,7,402,250.00,1
2151,2024-04-08,330,4,401,100.00,1
2152,2024-04-08,306,3,400,75.00,1
2153,2024-04-08,142,75,403,40.00,1
2154,2024-04-08,818,2,402,50.00,1
2155,2024-04-08,40,68,400,90.00,1
2156,2024-04-08,337,28,401,275.00,1
2157,2024-04-08,644,3,403,75.00,1
2158,2024-04-08,306,4,402,100.00,1
2159,2024-04-08,451,2,400,50.00,1
2160,2024-04-08,234,56,402,0.00,1
2161,2024-04-08,475,42,403,4.00,1
2162,2024-04-09,441,65,402,40.00,1
2163,2024-04-09,447,86,400,120.00,1
2164,2024-04-09,570,3,400,75.00,1
2165,2024-04-09,68,3,401,75.00,1
2166,2024-04-09,259,45,400,3.00,1
2167,2024-04-09,767,42,400,2.00,1
2168,2024-04-09,656,50,400,30.00,1
2169,2024-04-09,109,26,403,125.00,1
2170,2024-04-09,626,86,402,160.00,1
2171,2024-04-09,772,3,401,75.00,1
2172,2024-04-09,316,3,400,75.00,1
2173,2024-04-09,36,79,402,90.00,1
2174,2024-04-09,266,46,403,110.00,1
2175,2024-04-09,18,4,401,100.00,1
2176,2024-04-09,79,83,400,40.00,1
2177,2024-04-09,84,3,402,75.00,1
2178,2024-04-09,936,90,401,125.00,1
2179,2024-04-09,222,97,403,0.00,1
2180,2024-04-09,379,2,402,50.00,1
2181,2024-04-09,26,3,401,75.00,1
2182,2024-04-10,442,4,403,100.00,1
2183,2024-04-10,355,3,400,75.00,1
2184,2024-04-10,146,4,402,100.00,1
2185,2024-04-10,254,77,401,120.00,1
2186,2024-04-10,28,4,402,100.00,1
2187,2024-04-10,572,4,401,100.00,1
2188,2024-04-10,991,47,400,120.00,1
2189,2024-04-10,446,2,402,50.00,1
2190,2024-04-10,483,4,401,100.00,1
2191,2024-04-10,632,63,401,140.00,1
2192,2024-04-10,166,50,401,300.00,1
2193,2024-04-10,421,15,400,0.00,1
2194,2024-04-10,206,71,400,160.00,1
2195,2024-04-10,311,3,400,75.00,1
2196,2024-04-10,859,94,402,0.00,1
2197,2024-04-10,496,4,402,100.00,1
2198,2024-04-10,266,2,400,50.00,1
2199,2024-04-10,190,4,400,100.00,1
2200,2024-04-11,568,3,400,75.00,1
2201,2024-04-11,434,78,403,60.00,1
2202,2024-04-11,233,5,401,150.00,1
2203,2024-04-11,979,34,401,0.00,1
2204,2024-04-11,943,3,401,75.00,1
2205,2024-04-11,58,20,400,5.00,1
2206,2024-04-11,497,85,401,225.00,1
2207,2024-04-11,511,2,400,50.00,1
2208,2024-04-11,264,3,403,75.00,1
2209,2024-04-11,612,2,401,50.00,1
2210,2024-04-11,774,5,403,150.00,1
2211,2024-04-11,162,15,400,0.00,1
2212,2024-04-11,73,3,400,75.00,1
2213,2024-04-11,354,86,400,275.00,1
2214,2024-04-11,192,2,400,50.00,1
2215,2024-04-11,322,94,401,0.00,1
2216,2024-04-11,350,2,400,50.00,1
2217,2024-04-11,576,4,403,100.00,1
2218,2024-04-11,953,3,402,75.00,1
2219,2024-04-12,181,4,401,100.00,1
2220,2024-04-12,227,48,402,110.00,1
2221,2024-04-12,205,39,401,0.00,1
2222,2024-04-12,461,82,401,120.00,1
2223,2024-04-12,19,2,401,50.00,1
2224,2024-04-12,296,85,400,90.00,1
2225,2024-04-12,348,3,402,75.00,1
2226,2024-04-12,651,3,400,75.00,1
2227,2024-04-12,19,20,400,3.00,1
2228,2024-04-12,392,80,400,130.00,1
2229,2024-04-12,23,3,400,75.00,1
2230,2024-04-12,526,44,400,2.00,1
2231,2024-04-12,275,3,401,75.00,1
2232,2024-04-12,24,2,402,50.00,1
2233,2024-04-12,742,9,403,0.00,1
2234,2024-04-12,343,3,400,75.00,1
2235,2024-04-12,522,19,401,1.00,1
2236,2024-04-12,98,23,400,5.00,1
2237,2024-04-12,894,70,403,130.00,1
2238,2024-04-13,277,3,400,75.00,1
2239,2024-04-13,917,3,401,75.00,1
2240,2024-04-13,361,80,402,140.00,1
2241,2024-04-13,534,3,401,75.00,1
2242,2024-04-13,771,4,401,100.00,1
2243,2024-04-13,909,64,400,125.00,1
2244,2024-04-13,729,93,401,0.00,1
2245,2024-04-13,467,46,401,140.00,1
2246,2024-04-13,134,4,403,100.00,1
2247,2024-04-13,256,50,403,30.00,1
2248,2024-04-13,417,3,403,75.00,1
2249,2024-04-13,179,21,401,5.00,1
2250,2024-04-13,594,2,402,50.00,1
2251,2024-04-13,577,55,402,0.00,1
2252,2024-04-13,398,45,400,5.00,1
2253,2024-04-13,311,35,401,0.00,1
2254,2024-04-13,441,3,401,75.00,1
2255,2024-04-13,539,19,401,3.00,1
2256,2024-04-13,301,31,400,0.00,1
2257,2024-04-13,93,20,401,4.00,1
2258,2024-04-13,879,3,401,75.00,1
2259,2024-04-13,161,3,401,75.00,1
2260,2024-04-13,892,4,401,100.00,1
2261,2024-04-13,375,3,402,75.00,1
2262,2024-04-13,814,3,400,75.00,1
2263,2024-04-13,477,59,400,0.00,1
2264,2024-04-13,47,4,401,100.00,1
2265,2024-04-13,336,68,402,125.00,1
2266,2024-04-13,577,42,401,6.00,1
2267,2024-04-14,296,3,401,75.00,1
2268,2024-04-14,395,3,400,75.00,1
2269,2024-04-14,974,3,402,75.00,1
2270,2024-04-14,30,4,400,100.00,1
2271,2024-04-14,567,21,400,4.00,1
2272,2024-04-14,155,49,402,225.00,1
2273,2024-04-14,238,79,403,125.00,1
2274,2024-04-14,479,3,400,75.00,1
2275,2024-04-14,431,53,400,0.00,1
2276,2024-04-14,497,48,400,175.00,1
2277,2024-04-14,821,2,402,50.00,1
2278,2024-04-14,342,2,403,50.00,1
2279,2024-04-14,440,4,401,100.00,1
2280,2024-04-14,257,5,400,150.00,1
2281,2024-04-14,64,54,401,0.00,1
2282,2024-04-14,511,74,401,60.00,1
2283,2024-04-14,876,4,402,100.00,1
2284,2024-04-14,447,90,400,275.00,1
2285,2024-04-14,188,67,402,225.00,1
2286,2024-04-14,879,48,401,40.00,1
2287,2024-04-14,923,54,400,0.00,1
2288,2024-04-14,267,2,402,50.00,1
2289,2024-04-14,558,54,402,0.00,1
2290,2024-04-14,698,45,401,6.00,1
2291,2024-04-14,186,42,401,5.00,1
2292,2024-04-14,289,4,402,100.00,1
2293,2024-04-14,319,94,401,0.00,1
2294,2024-04-15,259,73,400,90.00,1
2295,2024-04-15,738,43,400,5.00,1
2296,2024-04-15,76,92,400,0.00,1
2297,2024-04-15,450,70,400,275.00,1
2298,2024-04-15,689,22,403,3.00,1
2299,2024-04-15,186,41,402,2.00,1
2300,2024-04-15,98,17,400,0.00,1
2301,2024-04-15,764,2,403,50.00,1
2302,2024-04-15,362,2,400,50.00,1
2303,2024-04-15,730,3,400,75.00,1
2304,2024-04-15,620,2,401,50.00,1
2305,2024-04-15,917,3,401,75.00,1
2306,2024-04-15,390,43,402,1.00,1
2307,2024-04-15,498,47,400,130.00,1
2308,2024-04-15,920,44,400,2.00,1
2309,2024-04-15,121,3,402,75.00,1
2310,2024-04-15,431,37,400,0.00,1
2311,2024-04-15,267,2,400,50.00,1
2312,2024-04-15,175,2,401,50.00,1
2313,2024-04-16,444,3,402,75.00,1
2314,2024-04-16,570,84,401,120.00,1
2315,2024-04-16,553,4,400,100.00,1
2316,2024-04-16,821,2,401,50.00,1
2317,2024-04-16,167,2,403,50.00,1
2318,2024-04-16,233,13,400,0.00,1
2319,2024-04-16,867,61,401,175.00,1
2320,2024-04-16,150,20,401,5.00,1
2321,2024-04-16,638,55,401,0.00,1
2322,2024-04-16,167,4,401,100.00,1
2323,2024-04-16,938,3,401,75.00,1
2324,2024-04-16,304,36,402,0.00,1
2325,2024-04-16,604,74,401,110.00,1
2326,2024-04-16,177,72,402,125.00,1
2327,2024-04-16,770,3,400,75.00,1
2328,2024-04-16,671,15,401,0.00,1
2329,2024-04-16,506,3,400,75.00,1
2330,2024-04-16,263,54,402,0.00,1
2331,2024-04-16,789,76,402,140.00,1
2332,2024-04-17,151,4,403,100.00,1
2333,2024-04-17,781,41,401,4.00,1
2334,2024-04-17,299,2,401,50.00,1
2335,2024-04-17,416,45,402,5.00,1
2336,2024-04-17,612,34,400,0.00,1
2337,2024-04-17,306,3,401,75.00,1
2338,2024-04-17,628,3,400,75.00,1
2339,2024-04-17,690,3,402,75.00,1
2340,2024-04-17,696,65,400,30.00,1
2341,2024-04-17,159,45,400,1.00,1
2342,2024-04-17,596,3,402,75.00,1
2343,2024-04-17,360,4,403,100.00,1
2344,2024-04-17,567,4,400,100.00,1
2345,2024-04-17,265,47,401,40.00,1
2346,2024-04-17,245,45,401,3.00,1
2347,2024-04-17,573,4,401,100.00,1
2348,2024-04-17,458,16,400,0.00,1
2349,2024-04-17,258,9,403,0.00,1
2350,2024-04-17,433,4,401,100.00,1
2351,2024-04-17,64,3,401,75.00,1
2352,2024-04-17,770,2,401,50.00,1
2353,2024-04-18,448,10,401,0.00,1
2354,2024-04-18,455,66,402,140.00,1
2355,2024-04-18,698,33,400,0.00,1
2356,2024-04-18,746,67,400,130.00,1
2357,2024-04-18,323,4,400,100.00,1
2358,2024-04-18,252,3,402,75.00,1
2359,2024-04-18,31,18,402,4.99,1
2360,2024-04-18,43,4,402,100.00,1
2361,2024-04-18,530,27,401,300.00,1
2362,2024-04-18,380,2,403,50.00,1
2363,2024-04-18,182,3,401,75.00,1
2364,2024-04-18,225,2,403,50.00,1
2365,2024-04-18,155,2,403,50.00,1
2366,2024-04-18,148,13,401,0.00,1
2367,2024-04-18,614,51,400,0.00,1
2368,2024-04-18,418,89,403,125.00,1
2369,2024-04-18,47,3,402,75.00,1
2370,2024-04-18,654,3,401,75.00,1
2371,2024-04-18,265,2,402,50.00,1
2372,2024-04-18,708,84,401,140.00,1
2373,2024-04-18,816,92,401,0.00,1
2374,2024-04-19,375,3,400,75.00,1
2375,2024-04-19,174,46,403,120.00,1
2376,2024-04-19,251,22,401,5.00,1
2377,2024-04-19,652,85,402,300.00,1
